Event,Network,Station,Channel,Label
2016125_013406,KG,CHS,HG_36,36.93
2016125_013406,KG,CHS,HH_36,36.93
2016125_013406,KG,DKJ,EL_60,60.39
2016125_013406,KG,DKJ,HG_60,60.39
2016125_013406,KG,GKP1,HG_64,64.87
2016125_013406,KG,GKP1,HH_64,64.87
2016125_013406,KG,MGB,HG_59,59.69
2016125_013406,KG,MGB,HH_59,59.69
2016125_013406,KG,SND,HG_79,79.33
2016125_013406,KG,SND,HH_79,79.33
2016125_013406,KS,ADO2,EL_10,10.77
2016125_013406,KS,ADO2,HG_10,10.77
2016125_013406,KS,ADOA,HG_18,18.71
2016125_013406,KS,CHY,HG_55,55.96
2016125_013406,KS,CHYB,HG_55,55.98
2016125_013406,KS,CHYB,HH_55,55.98
2016125_013406,KS,CIG,HG_60,60.6
2016125_013406,KS,CSO,HG_22,22.63
2016125_013406,KS,DAG2,HG_75,75.12
2016125_013406,KS,DAG2,HH_75,75.12
2016125_013406,KS,DAU,HG_64,64.9
2016125_013406,KS,EUS,HG_16,16.33
2016125_013406,KS,EUSB,HG_16,16.33
2016125_013406,KS,EUSB,HH_16,16.33
2016125_013406,KS,GIC,HG_77,77.25
2016125_013406,KS,GUM,HG_54,54.13
2016125_013406,KS,MGY,EL_73,73.2
2016125_013406,KS,MGY,HG_73,73.2
2016125_013406,KS,PHA2,EL_55,55.56
2016125_013406,KS,PHA2,HG_55,55.56
2016125_013406,KS,SAJ,HG_60,60.89
2016125_013406,KS,TBA,EL_76,76.08
2016125_013406,KS,TBA,HG_76,76.08
2016125_013406,KS,UJN,HG_79,79.8
2016125_013406,KS,ULJ2,HG_58,58.78
2016125_013406,KS,ULJ2,HH_58,58.78
2016125_013406,KS,YCH,HG_42,42.08
2016125_013406,KS,YOC,HG_52,52.78
2016125_013406,KS,YOCB,HG_52,52.79
2016125_013406,KS,YOCB,HH_52,52.79
2016125_013406,KS,YOD,HG_52,52.39
2016125_013406,KS,YODB,HG_52,52.41
2016125_013406,KS,YODB,HH_52,52.41
2016125_013406,KS,YOJ,HG_55,55.4
2016125_013406,KS,YOJB,HG_55,55.42
2016125_013406,KS,YOJB,HH_55,55.42
2016207_133719,KG,BBK,EL_48,48.69
2016207_133719,KG,BBK,HG_48,48.69
2016207_133719,KG,DKJ,EL_90,90.57
2016207_133719,KG,DKJ,HG_90,90.57
2016207_133719,KG,HAK,EL_61,61.44
2016207_133719,KG,HAK,HG_61,61.44
2016207_133719,KG,HDB,HG_56,56.42
2016207_133719,KG,HDB,HH_56,56.42
2016207_133719,KG,HWSB,HG_53,53.29
2016207_133719,KG,HWSB,HH_53,53.29
2016207_133719,KG,MAK,EL_74,74.08
2016207_133719,KG,MAK,HG_74,74.08
2016207_133719,KG,MKL,HG_69,69.62
2016207_133719,KG,MKL,HH_69,69.62
2016207_133719,KG,YSB,HG_80,80.95
2016207_133719,KG,YSB,HH_80,80.95
2016207_133719,KS,BSA,HG_97,97.35
2016207_133719,KS,BUS2,HG_83,83.8
2016207_133719,KS,BUS2,HH_83,83.8
2016207_133719,KS,PHA2,EL_91,91.39
2016207_133719,KS,PHA2,HG_91,91.39
2016207_133719,KS,USN,EL_79,79.02
2016207_133719,KS,USN,HG_79,79.02
2016207_175719,KG,BGD,HG_84,84.74
2016207_175719,KG,BGD,HH_84,84.74
2016207_175719,KG,JJB,HG_39,39.6
2016207_175719,KG,JJB,HH_39,39.6
2016207_175719,KG,MRD,HG_36,36.68
2016207_175719,KG,MRD,HH_36,36.68
2016207_175719,KS,CJD,HG_57,57.24
2016207_175719,KS,CJD,HH_57,57.24
2016207_175719,KS,GOS1,EL_16,16.27
2016207_175719,KS,GOS1,HG_16,16.27
2016207_175719,KS,GOS2,EL_16,16.32
2016207_175719,KS,GOS2,HG_16,16.32
2016207_175719,KS,HALB,HG_6,6.3
2016207_175719,KS,HALB,HH_6,6.3
2016207_175719,KS,JJU,HG_29,29.47
2016207_175719,KS,JJU,HH_29,29.47
2016207_175719,KS,SGP,EL_32,32.56
2016207_175719,KS,SGP,HG_32,32.56
2016216_235813,KG,BBK,EL_34,34.94
2016216_235813,KG,BBK,HG_34,34.94
2016216_235813,KG,CGD,EL_88,88.74
2016216_235813,KG,CGD,HG_88,88.74
2016216_235813,KG,CHS,HG_94,94.14
2016216_235813,KG,CHS,HH_94,94.14
2016216_235813,KG,DKJ,EL_76,76.31
2016216_235813,KG,DKJ,HG_76,76.31
2016216_235813,KG,HAK,EL_48,48.62
2016216_235813,KG,HAK,HG_48,48.62
2016216_235813,KG,HDB,HG_41,41.96
2016216_235813,KG,HDB,HH_41,41.96
2016216_235813,KG,HWSB,HG_38,38.88
2016216_235813,KG,HWSB,HH_38,38.88
2016216_235813,KG,MAK,EL_62,62.89
2016216_235813,KG,MAK,HG_62,62.89
2016216_235813,KG,MKL,HG_55,55.17
2016216_235813,KG,MKL,HH_55,55.17
2016216_235813,KG,YSB,HG_68,68.32
2016216_235813,KG,YSB,HH_68,68.32
2016216_235813,KS,BSA,HG_88,88.91
2016216_235813,KS,BUS2,HG_74,74.01
2016216_235813,KS,BUS2,HH_74,74.01
2016216_235813,KS,DAG2,HG_86,86.3
2016216_235813,KS,DAG2,HH_86,86.3
2016216_235813,KS,MIYA,HG_98,98.13
2016216_235813,KS,PHA2,EL_79,79.45
2016216_235813,KS,PHA2,HG_79,79.45
2016216_235813,KS,USN,EL_64,64.71
2016216_235813,KS,USN,HG_64,64.71
2016216_235813,KS,USN2,EL_64,64.71
2016216_235813,KS,USN2,HG_64,64.71
2016216_235813,KS,YOC,HG_90,90.29
2016216_235813,KS,YOCB,HG_90,90.28
2016216_235813,KS,YOCB,HH_90,90.28
2016251_203749,KG,BBK,EL_44,44.06
2016251_203749,KG,BBK,HG_44,44.06
2016251_203749,KG,CGD,EL_97,97.79
2016251_203749,KG,CGD,HG_97,97.79
2016251_203749,KG,DKJ,EL_87,87.08
2016251_203749,KG,DKJ,HG_87,87.08
2016251_203749,KG,HAK,EL_59,59.08
2016251_203749,KG,HAK,HG_59,59.08
2016251_203749,KG,HDB,HG_52,52.55
2016251_203749,KG,HDB,HH_52,52.55
2016251_203749,KG,HWSB,HG_49,49.09
2016251_203749,KG,HWSB,HH_49,49.09
2016251_203749,KG,MAK,EL_69,69.13
2016251_203749,KG,MAK,HG_69,69.13
2016251_203749,KG,MKL,HG_65,65.48
2016251_203749,KG,MKL,HH_65,65.48
2016251_203749,KG,YSB,HG_76,76.05
2016251_203749,KG,YSB,HH_76,76.05
2016251_203749,KS,BSA,HG_92,92.6
2016251_203749,KS,BUS2,HG_78,78.91
2016251_203749,KS,BUS2,HH_78,78.91
2016251_203749,KS,DAG2,HG_96,96.35
2016251_203749,KS,DAG2,HH_96,96.35
2016251_203749,KS,PHA2,EL_89,89.56
2016251_203749,KS,PHA2,HG_89,89.56
2016251_203749,KS,USN,EL_74,74.65
2016251_203749,KS,USN,HG_74,74.65
2016251_203749,KS,USN2,EL_74,74.65
2016251_203749,KS,USN2,HG_74,74.65
2016256_104820,KG,BBK,EL_30,30.42
2016256_104820,KG,BBK,HG_30,30.42
2016256_104820,KG,CGD,EL_35,35.76
2016256_104820,KG,CGD,HG_35,35.76
2016256_104820,KG,CHS,HG_47,47.08
2016256_104820,KG,CHS,HH_47,47.08
2016256_104820,KG,DKJ,EL_21,21.41
2016256_104820,KG,DKJ,HG_21,21.41
2016256_104820,KG,GKP1,HG_54,54.34
2016256_104820,KG,GKP1,HH_54,54.34
2016256_104820,KG,HAK,EL_33,33.65
2016256_104820,KG,HAK,HG_33,33.65
2016256_104820,KG,HDB,HG_19,19.43
2016256_104820,KG,HDB,HH_19,19.43
2016256_104820,KG,HWSB,HG_22,22.41
2016256_104820,KG,HWSB,HH_22,22.41
2016256_104820,KG,MAK,EL_43,43.78
2016256_104820,KG,MAK,HG_43,43.78
2016256_104820,KG,MKL,HG_6,6.1
2016256_104820,KG,MKL,HH_6,6.1
2016256_104820,KG,YSB,HG_34,34.31
2016256_104820,KG,YSB,HH_34,34.31
2016256_104820,KS,ADO2,EL_75,75.0
2016256_104820,KS,ADO2,HG_75,75.0
2016256_104820,KS,BSA,HG_74,74.57
2016256_104820,KS,BUS2,HG_57,57.65
2016256_104820,KS,BUS2,HH_57,57.65
2016256_104820,KS,CHR,HG_67,67.61
2016256_104820,KS,CIG,HG_78,78.93
2016256_104820,KS,CIGB,HG_78,78.93
2016256_104820,KS,CIGB,HH_78,78.93
2016256_104820,KS,CSO,HG_70,70.26
2016256_104820,KS,DAG2,HG_26,26.28
2016256_104820,KS,DAG2,HH_26,26.28
2016256_104820,KS,DAU,HG_53,53.12
2016256_104820,KS,EUSB,HG_79,79.55
2016256_104820,KS,EUSB,HH_79,79.55
2016256_104820,KS,MAS,EL_86,86.42
2016256_104820,KS,MAS,HG_86,86.42
2016256_104820,KS,MAS2,EL_86,86.42
2016256_104820,KS,MAS2,HG_86,86.42
2016256_104820,KS,MIYA,HG_50,50.3
2016256_104820,KS,PHA2,EL_50,50.31
2016256_104820,KS,PHA2,HG_50,50.31
2016256_104820,KS,USN,EL_9,9.05
2016256_104820,KS,USN,HG_9,9.05
2016256_104820,KS,USN2,EL_9,9.05
2016256_104820,KS,USN2,HG_9,9.05
2016256_104820,KS,YOCB,HG_31,31.81
2016256_104820,KS,YOCB,HH_31,31.81
2016256_104820,KS,YODB,HG_87,87.59
2016256_104820,KS,YODB,HH_87,87.59
2016256_105243,KG,BBK,EL_30,30.63
2016256_105243,KG,BBK,HG_30,30.63
2016256_105243,KG,CGD,EL_35,35.08
2016256_105243,KG,CGD,HG_35,35.08
2016256_105243,KG,CHS,HG_47,47.31
2016256_105243,KG,CHS,HH_47,47.31
2016256_105243,KG,DKJ,EL_21,21.55
2016256_105243,KG,DKJ,HG_21,21.55
2016256_105243,KG,GKP1,HG_53,53.86
2016256_105243,KG,GKP1,HH_53,53.86
2016256_105243,KG,HAK,EL_34,34.33
2016256_105243,KG,HAK,HG_34,34.33
2016256_105243,KG,HDB,HG_19,19.95
2016256_105243,KG,HDB,HH_19,19.95
2016256_105243,KG,HWSB,HG_22,22.79
2016256_105243,KG,HWSB,HH_22,22.79
2016256_105243,KG,MAK,EL_43,43.43
2016256_105243,KG,MAK,HG_43,43.43
2016256_105243,KG,MKL,HG_6,6.4
2016256_105243,KG,MKL,HH_6,6.4
2016256_105243,KG,YSB,HG_33,33.82
2016256_105243,KG,YSB,HH_33,33.82
2016256_105243,KS,ADO2,EL_75,75.16
2016256_105243,KS,ADO2,HG_75,75.16
2016256_105243,KS,BSA,HG_74,74.12
2016256_105243,KS,BUS2,HG_57,57.25
2016256_105243,KS,BUS2,HH_57,57.25
2016256_105243,KS,CHR,HG_66,66.94
2016256_105243,KS,CIG,HG_78,78.52
2016256_105243,KS,CIGB,HG_78,78.52
2016256_105243,KS,CIGB,HH_78,78.52
2016256_105243,KS,CSO,HG_70,70.53
2016256_105243,KS,DAG2,HG_25,25.7
2016256_105243,KS,DAG2,HH_25,25.7
2016256_105243,KS,DAU,HG_52,52.64
2016256_105243,KS,EUSB,HG_79,79.5
2016256_105243,KS,EUSB,HH_79,79.5
2016256_105243,KS,MAS,EL_85,85.78
2016256_105243,KS,MAS,HG_85,85.78
2016256_105243,KS,MAS2,EL_85,85.78
2016256_105243,KS,MAS2,HG_85,85.78
2016256_105243,KS,MIYA,HG_49,49.62
2016256_105243,KS,PHA2,EL_50,50.83
2016256_105243,KS,PHA2,HG_50,50.83
2016256_105243,KS,USN,EL_8,8.41
2016256_105243,KS,USN,HG_8,8.41
2016256_105243,KS,USN2,EL_8,8.41
2016256_105243,KS,USN2,HG_8,8.41
2016256_105243,KS,YOCB,HG_31,31.68
2016256_105243,KS,YOCB,HH_31,31.68
2016256_105243,KS,YODB,HG_88,88.06
2016256_105243,KS,YODB,HH_88,88.06
2016256_110340,KG,BBK,EL_30,30.08
2016256_110340,KG,BBK,HG_30,30.08
2016256_110340,KG,CGD,EL_38,38.93
2016256_110340,KG,CGD,HG_38,38.93
2016256_110340,KG,CHS,HG_45,45.68
2016256_110340,KG,CHS,HH_45,45.68
2016256_110340,KG,DKJ,EL_20,20.58
2016256_110340,KG,DKJ,HG_20,20.58
2016256_110340,KG,GKP1,HG_56,56.32
2016256_110340,KG,GKP1,HH_56,56.32
2016256_110340,KG,HAK,EL_30,30.46
2016256_110340,KG,HAK,HG_30,30.46
2016256_110340,KG,HDB,HG_17,17.47
2016256_110340,KG,HDB,HH_17,17.47
2016256_110340,KG,HWSB,HG_21,21.29
2016256_110340,KG,HWSB,HH_21,21.29
2016256_110340,KG,MAK,EL_45,45.9
2016256_110340,KG,MAK,HG_45,45.9
2016256_110340,KG,MKL,HG_6,6.1
2016256_110340,KG,MKL,HH_6,6.1
2016256_110340,KG,YSB,HG_36,36.99
2016256_110340,KG,YSB,HH_36,36.99
2016256_110340,KS,ADO2,EL_73,73.86
2016256_110340,KS,ADO2,HG_73,73.86
2016256_110340,KS,BSA,HG_77,77.04
2016256_110340,KS,BUS2,HG_59,59.98
2016256_110340,KS,BUS2,HH_59,59.98
2016256_110340,KS,CHR,HG_70,70.68
2016256_110340,KS,CIG,HG_80,80.51
2016256_110340,KS,CIGB,HG_80,80.51
2016256_110340,KS,CIGB,HH_80,80.51
2016256_110340,KS,CSO,HG_68,68.69
2016256_110340,KS,DAG2,HG_28,28.83
2016256_110340,KS,DAG2,HH_28,28.83
2016256_110340,KS,DAU,HG_55,55.1
2016256_110340,KS,EUSB,HG_79,79.38
2016256_110340,KS,EUSB,HH_79,79.38
2016256_110340,KS,MAS,EL_89,89.58
2016256_110340,KS,MAS,HG_89,89.58
2016256_110340,KS,MAS2,EL_89,89.58
2016256_110340,KS,MAS2,HG_89,89.58
2016256_110340,KS,MIYA,HG_53,53.51
2016256_110340,KS,PHA2,EL_47,47.63
2016256_110340,KS,PHA2,HG_47,47.63
2016256_110340,KS,USN,EL_12,12.21
2016256_110340,KS,USN,HG_12,12.21
2016256_110340,KS,USN2,EL_12,12.21
2016256_110340,KS,USN2,HG_12,12.21
2016256_110340,KS,YEYB,HG_94,94.19
2016256_110340,KS,YEYB,HH_94,94.19
2016256_110340,KS,YOCB,HG_32,32.17
2016256_110340,KS,YOCB,HH_32,32.17
2016256_110340,KS,YODB,HG_85,85.1
2016256_110340,KS,YODB,HH_85,85.1
2016256_112002,KG,BBK,EL_30,30.54
2016256_112002,KG,BBK,HG_30,30.54
2016256_112002,KG,CGD,EL_35,35.82
2016256_112002,KG,CGD,HG_35,35.82
2016256_112002,KG,CHS,HG_46,46.92
2016256_112002,KG,CHS,HH_46,46.92
2016256_112002,KG,DKJ,EL_21,21.25
2016256_112002,KG,DKJ,HG_21,21.25
2016256_112002,KG,GKP1,HG_54,54.28
2016256_112002,KG,GKP1,HH_54,54.28
2016256_112002,KG,HAK,EL_33,33.58
2016256_112002,KG,HAK,HG_33,33.58
2016256_112002,KG,HDB,HG_19,19.47
2016256_112002,KG,HDB,HH_19,19.47
2016256_112002,KG,HWSB,HG_22,22.5
2016256_112002,KG,HWSB,HH_22,22.5
2016256_112002,KG,MAK,EL_43,43.94
2016256_112002,KG,MAK,HG_43,43.94
2016256_112002,KG,MKL,HG_6,6.21
2016256_112002,KG,MKL,HH_6,6.21
2016256_112002,KG,YSB,HG_34,34.46
2016256_112002,KG,YSB,HH_34,34.46
2016256_112002,KS,ADO2,EL_74,74.84
2016256_112002,KS,ADO2,HG_74,74.84
2016256_112002,KS,BSA,HG_74,74.72
2016256_112002,KS,BUS2,HG_57,57.81
2016256_112002,KS,BUS2,HH_57,57.81
2016256_112002,KS,CHR,HG_67,67.65
2016256_112002,KS,CIG,HG_78,78.85
2016256_112002,KS,CIGB,HG_78,78.85
2016256_112002,KS,CIGB,HH_78,78.85
2016256_112002,KS,CSO,HG_70,70.11
2016256_112002,KS,DAG2,HG_26,26.26
2016256_112002,KS,DAG2,HH_26,26.26
2016256_112002,KS,DAU,HG_53,53.07
2016256_112002,KS,EUSB,HG_79,79.41
2016256_112002,KS,EUSB,HH_79,79.41
2016256_112002,KS,HCNA,HG_94,94.78
2016256_112002,KS,MAS,EL_86,86.53
2016256_112002,KS,MAS,HG_86,86.53
2016256_112002,KS,MAS2,EL_86,86.53
2016256_112002,KS,MAS2,HG_86,86.53
2016256_112002,KS,MIYA,HG_50,50.38
2016256_112002,KS,PHA2,EL_50,50.17
2016256_112002,KS,PHA2,HG_50,50.17
2016256_112002,KS,USN,EL_9,9.16
2016256_112002,KS,USN,HG_9,9.16
2016256_112002,KS,USN2,EL_9,9.16
2016256_112002,KS,USN2,HG_9,9.16
2016256_112002,KS,YOCB,HG_31,31.68
2016256_112002,KS,YOCB,HH_31,31.68
2016256_112002,KS,YODB,HG_87,87.44
2016256_112002,KS,YODB,HH_87,87.44
2016256_112538,KG,BBK,EL_30,30.6
2016256_112538,KG,BBK,HG_30,30.6
2016256_112538,KG,CGD,EL_34,34.05
2016256_112538,KG,CGD,HG_34,34.05
2016256_112538,KG,CHS,HG_48,48.05
2016256_112538,KG,CHS,HH_48,48.05
2016256_112538,KG,DKJ,EL_22,22.19
2016256_112538,KG,DKJ,HG_22,22.19
2016256_112538,KG,GKP1,HG_53,53.44
2016256_112538,KG,GKP1,HH_53,53.44
2016256_112538,KG,HAK,EL_35,35.39
2016256_112538,KG,HAK,HG_35,35.39
2016256_112538,KG,HDB,HG_20,20.53
2016256_112538,KG,HDB,HH_20,20.53
2016256_112538,KG,HWSB,HG_23,23.06
2016256_112538,KG,HWSB,HH_23,23.06
2016256_112538,KG,MAK,EL_42,42.55
2016256_112538,KG,MAK,HG_42,42.55
2016256_112538,KG,MKL,HG_6,6.65
2016256_112538,KG,MKL,HH_6,6.65
2016256_112538,KG,YSB,HG_32,32.79
2016256_112538,KG,YSB,HH_32,32.79
2016256_112538,KS,ADO2,EL_75,75.82
2016256_112538,KS,ADO2,HG_75,75.82
2016256_112538,KS,BSA,HG_73,73.13
2016256_112538,KS,BUS2,HG_56,56.3
2016256_112538,KS,BUS2,HH_56,56.3
2016256_112538,KS,CHR,HG_65,65.97
2016256_112538,KS,CIG,HG_78,78.24
2016256_112538,KS,CIGB,HG_78,78.24
2016256_112538,KS,CIGB,HH_78,78.24
2016256_112538,KS,CSO,HG_71,71.31
2016256_112538,KS,DAG2,HG_25,25.05
2016256_112538,KS,DAG2,HH_25,25.05
2016256_112538,KS,DAU,HG_52,52.21
2016256_112538,KS,EUSB,HG_79,79.85
2016256_112538,KS,EUSB,HH_79,79.85
2016256_112538,KS,HCNA,HG_93,93.23
2016256_112538,KS,MAS,EL_84,84.66
2016256_112538,KS,MAS,HG_84,84.66
2016256_112538,KS,MAS2,EL_84,84.66
2016256_112538,KS,MAS2,HG_84,84.66
2016256_112538,KS,MIYA,HG_48,48.54
2016256_112538,KS,PHA2,EL_51,51.89
2016256_112538,KS,PHA2,HG_51,51.89
2016256_112538,KS,USN,EL_7,7.29
2016256_112538,KS,USN,HG_7,7.29
2016256_112538,KS,USN2,EL_7,7.29
2016256_112538,KS,USN2,HG_7,7.29
2016256_112538,KS,YOCB,HG_31,31.9
2016256_112538,KS,YOCB,HH_31,31.9
2016256_112538,KS,YODB,HG_89,89.08
2016256_112538,KS,YODB,HH_89,89.08
2016256_113147,KG,BBK,EL_29,29.4
2016256_113147,KG,BBK,HG_29,29.4
2016256_113147,KG,CGD,EL_34,34.58
2016256_113147,KG,CGD,HG_34,34.58
2016256_113147,KG,CHS,HG_48,48.92
2016256_113147,KG,CHS,HH_48,48.92
2016256_113147,KG,DKJ,EL_23,23.14
2016256_113147,KG,DKJ,HG_23,23.14
2016256_113147,KG,GKP1,HG_54,54.57
2016256_113147,KG,GKP1,HH_54,54.57
2016256_113147,KG,HAK,EL_35,35.0
2016256_113147,KG,HAK,HG_35,35.0
2016256_113147,KG,HDB,HG_19,19.5
2016256_113147,KG,HDB,HH_19,19.5
2016256_113147,KG,HWSB,HG_21,21.89
2016256_113147,KG,HWSB,HH_21,21.89
2016256_113147,KG,MAK,EL_41,41.85
2016256_113147,KG,MAK,HG_41,41.85
2016256_113147,KG,MKL,HG_5,5.5
2016256_113147,KG,MKL,HH_5,5.5
2016256_113147,KG,YSB,HG_32,32.37
2016256_113147,KG,YSB,HH_32,32.37
2016256_113147,KS,ADO2,EL_76,76.76
2016256_113147,KS,ADO2,HG_76,76.76
2016256_113147,KS,BSA,HG_72,72.61
2016256_113147,KS,BUS2,HG_55,55.7
2016256_113147,KS,BUS2,HH_55,55.7
2016256_113147,KS,CHR,HG_66,66.64
2016256_113147,KS,CIG,HG_79,79.41
2016256_113147,KS,CIGB,HG_79,79.41
2016256_113147,KS,CIGB,HH_79,79.41
2016256_113147,KS,CSO,HG_72,72.13
2016256_113147,KS,DAG2,HG_26,26.07
2016256_113147,KS,DAG2,HH_26,26.07
2016256_113147,KS,DAU,HG_53,53.35
2016256_113147,KS,EUSB,HG_80,80.98
2016256_113147,KS,EUSB,HH_80,80.98
2016256_113147,KS,MAS,EL_84,84.76
2016256_113147,KS,MAS,HG_84,84.76
2016256_113147,KS,MAS2,EL_84,84.76
2016256_113147,KS,MAS2,HG_84,84.76
2016256_113147,KS,MIYA,HG_48,48.91
2016256_113147,KS,PHA2,EL_52,52.24
2016256_113147,KS,PHA2,HG_52,52.24
2016256_113147,KS,USN,EL_7,7.44
2016256_113147,KS,USN,HG_7,7.44
2016256_113147,KS,USN2,EL_7,7.44
2016256_113147,KS,USN2,HG_7,7.44
2016256_113147,KS,YOCB,HG_33,33.06
2016256_113147,KS,YOCB,HH_33,33.06
2016256_113147,KS,YODB,HG_89,89.54
2016256_113147,KS,YODB,HH_89,89.54
2016256_113254,KG,BBK,EL_32,32.14
2016256_113254,KG,BBK,HG_32,32.14
2016256_113254,KG,CGD,EL_36,36.17
2016256_113254,KG,CGD,HG_36,36.17
2016256_113254,KG,CHS,HG_45,45.14
2016256_113254,KG,CHS,HH_45,45.14
2016256_113254,KG,DKJ,EL_19,19.45
2016256_113254,KG,DKJ,HG_19,19.45
2016256_113254,KG,GKP1,HG_53,53.29
2016256_113254,KG,GKP1,HH_53,53.29
2016256_113254,KG,HAK,EL_33,33.22
2016256_113254,KG,HAK,HG_33,33.22
2016256_113254,KG,HDB,HG_20,20.44
2016256_113254,KG,HDB,HH_20,20.44
2016256_113254,KG,HWSB,HG_23,23.85
2016256_113254,KG,HWSB,HH_23,23.85
2016256_113254,KG,MAK,EL_45,45.62
2016256_113254,KG,MAK,HG_45,45.62
2016256_113254,KG,MKL,HG_7,7.78
2016256_113254,KG,MKL,HH_7,7.78
2016256_113254,KG,YSB,HG_35,35.93
2016256_113254,KG,YSB,HH_35,35.93
2016256_113254,KS,ADO2,EL_73,73.04
2016256_113254,KS,ADO2,HG_73,73.04
2016256_113254,KS,BSA,HG_76,76.28
2016256_113254,KS,BUS2,HG_59,59.43
2016256_113254,KS,BUS2,HH_59,59.43
2016256_113254,KS,CHR,HG_67,67.72
2016256_113254,KS,CIG,HG_77,77.65
2016256_113254,KS,CIGB,HG_77,77.65
2016256_113254,KS,CIGB,HH_77,77.65
2016256_113254,KS,CSO,HG_68,68.34
2016256_113254,KS,DAG2,HG_25,25.69
2016256_113254,KS,DAG2,HH_25,25.69
2016256_113254,KS,DAU,HG_52,52.07
2016256_113254,KS,EUSB,HG_77,77.67
2016256_113254,KS,EUSB,HH_77,77.67
2016256_113254,KS,MAS,EL_87,87.45
2016256_113254,KS,MAS,HG_87,87.45
2016256_113254,KS,MAS2,EL_87,87.45
2016256_113254,KS,MAS2,HG_87,87.45
2016256_113254,KS,MIYA,HG_50,50.95
2016256_113254,KS,PHA2,EL_48,48.78
2016256_113254,KS,PHA2,HG_48,48.78
2016256_113254,KS,USN,EL_10,10.2
2016256_113254,KS,USN,HG_10,10.2
2016256_113254,KS,USN2,EL_10,10.2
2016256_113254,KS,USN2,HG_10,10.2
2016256_113254,KS,YEYB,HG_94,94.0
2016256_113254,KS,YEYB,HH_94,94.0
2016256_113254,KS,YOCB,HG_30,30.02
2016256_113254,KS,YOCB,HH_30,30.02
2016256_113254,KS,YODB,HG_85,85.93
2016256_113254,KS,YODB,HH_85,85.93
2016256_113422,KG,BBK,EL_29,29.66
2016256_113422,KG,BBK,HG_29,29.66
2016256_113422,KG,CGD,EL_35,35.23
2016256_113422,KG,CGD,HG_35,35.23
2016256_113422,KG,CHS,HG_48,48.19
2016256_113422,KG,CHS,HH_48,48.19
2016256_113422,KG,DKJ,EL_22,22.48
2016256_113422,KG,DKJ,HG_22,22.48
2016256_113422,KG,GKP1,HG_54,54.65
2016256_113422,KG,GKP1,HH_54,54.65
2016256_113422,KG,HAK,EL_34,34.27
2016256_113422,KG,HAK,HG_34,34.27
2016256_113422,KG,HDB,HG_19,19.25
2016256_113422,KG,HDB,HH_19,19.25
2016256_113422,KG,HWSB,HG_21,21.91
2016256_113422,KG,HWSB,HH_21,21.91
2016256_113422,KG,MAK,EL_42,42.65
2016256_113422,KG,MAK,HG_42,42.65
2016256_113422,KG,MKL,HG_5,5.5
2016256_113422,KG,MKL,HH_5,5.5
2016256_113422,KG,YSB,HG_33,33.23
2016256_113422,KG,YSB,HH_33,33.23
2016256_113422,KS,ADO2,EL_76,76.08
2016256_113422,KS,ADO2,HG_76,76.08
2016256_113422,KS,BSA,HG_73,73.46
2016256_113422,KS,BUS2,HG_56,56.53
2016256_113422,KS,BUS2,HH_56,56.53
2016256_113422,KS,CHR,HG_67,67.22
2016256_113422,KS,CIG,HG_79,79.39
2016256_113422,KS,CIGB,HG_79,79.39
2016256_113422,KS,CIGB,HH_79,79.39
2016256_113422,KS,CSO,HG_71,71.39
2016256_113422,KS,DAG2,HG_26,26.34
2016256_113422,KS,DAG2,HH_26,26.34
2016256_113422,KS,DAU,HG_53,53.43
2016256_113422,KS,EUSB,HG_80,80.49
2016256_113422,KS,EUSB,HH_80,80.49
2016256_113422,KS,HCNA,HG_94,94.51
2016256_113422,KS,MAS,EL_85,85.57
2016256_113422,KS,MAS,HG_85,85.57
2016256_113422,KS,MAS2,EL_85,85.57
2016256_113422,KS,MAS2,HG_85,85.57
2016256_113422,KS,MIYA,HG_49,49.64
2016256_113422,KS,PHA2,EL_51,51.38
2016256_113422,KS,PHA2,HG_51,51.38
2016256_113422,KS,USN,EL_8,8.22
2016256_113422,KS,USN,HG_8,8.22
2016256_113422,KS,USN2,EL_8,8.22
2016256_113422,KS,USN2,HG_8,8.22
2016256_113422,KS,YOCB,HG_32,32.66
2016256_113422,KS,YOCB,HH_32,32.66
2016256_113422,KS,YODB,HG_88,88.69
2016256_113422,KS,YODB,HH_88,88.69
2016256_113729,KG,BBK,EL_30,30.41
2016256_113729,KG,BBK,HG_30,30.41
2016256_113729,KG,CGD,EL_37,37.19
2016256_113729,KG,CGD,HG_37,37.19
2016256_113729,KG,CHS,HG_46,46.24
2016256_113729,KG,CHS,HH_46,46.24
2016256_113729,KG,DKJ,EL_20,20.79
2016256_113729,KG,DKJ,HG_20,20.79
2016256_113729,KG,GKP1,HG_55,55.09
2016256_113729,KG,GKP1,HH_55,55.09
2016256_113729,KG,HAK,EL_32,32.2
2016256_113729,KG,HAK,HG_32,32.2
2016256_113729,KG,HDB,HG_18,18.63
2016256_113729,KG,HDB,HH_18,18.63
2016256_113729,KG,HWSB,HG_22,22.02
2016256_113729,KG,HWSB,HH_22,22.02
2016256_113729,KG,MAK,EL_44,44.88
2016256_113729,KG,MAK,HG_44,44.88
2016256_113729,KG,MKL,HG_6,6.07
2016256_113729,KG,MKL,HH_6,6.07
2016256_113729,KG,YSB,HG_35,35.64
2016256_113729,KG,YSB,HH_35,35.64
2016256_113729,KS,ADO2,EL_74,74.28
