Event,Network,Station,Channel,Label
2019212_200935,KG,MGB,HG_57,57.16
2019212_200935,KG,MGB,HH_57,57.16
2019212_200935,KG,TJN,HG_39,39.95
2019212_200935,KG,TJN,HH_39,39.95
2019212_200935,KS,BLGA,HG_45,45.15
2019212_200935,KS,BON2,EL_31,31.79
2019212_200935,KS,BON2,HG_31,31.79
2019212_200935,KS,CEJA,HG_51,51.89
2019212_200935,KS,CGAA,HG_49,49.61
2019212_200935,KS,CIGB,HG_59,59.32
2019212_200935,KS,CIGB,HH_59,59.32
2019212_200935,KS,CPR2,EL_17,17.67
2019212_200935,KS,CPR2,HG_17,17.67
2019212_200935,KS,DGHA,HG_51,51.02
2019212_200935,KS,DNBA,HG_59,59.78
2019212_200935,KS,DUSB,HG_40,40.81
2019212_200935,KS,DUSB,HH_40,40.81
2019212_200935,KS,GICA,HG_35,35.08
2019212_200935,KS,GUMA,HG_45,45.8
2019212_200935,KS,HONA,HG_27,27.32
2019212_200935,KS,HWSA,HG_24,24.66
2019212_200935,KS,JEO2,HG_56,56.86
2019212_200935,KS,JEO2,HH_56,56.86
2019212_200935,KS,JGNA,HG_49,49.18
2019212_200935,KS,JNPA,HG_62,62.41
2019212_200935,KS,KMSB,HG_32,32.08
2019212_200935,KS,KMSB,HH_32,32.08
2019212_200935,KS,KOJ2,EL_61,61.69
2019212_200935,KS,KOJ2,HG_61,61.69
2019212_200935,KS,LIWA,HG_15,15.18
2019212_200935,KS,MGY2,EL_50,50.16
2019212_200935,KS,MGY2,HG_50,50.16
2019212_200935,KS,NOSA,HG_58,58.86
2019212_200935,KS,OKCB,HG_9,9.6
2019212_200935,KS,OKCB,HH_9,9.6
2019212_200935,KS,SAJB,HG_37,37.41
2019212_200935,KS,SAJB,HH_37,37.41
2019212_200935,KS,TEJ2,HG_38,38.84
2019212_200935,KS,WICA,HG_58,58.92
2019212_200935,KS,YDGA,HG_18,18.84
2019212_235306,KG,CGD,EL_54,54.7
2019212_235306,KG,CGD,HG_54,54.7
2019212_235306,KG,DKJ,EL_64,64.13
2019212_235306,KG,DKJ,HG_64,64.13
2019212_235306,KG,GKP2,HG_19,19.64
2019212_235306,KG,GKP2,HH_19,19.64
2019212_235306,KG,KMC,EL_41,41.4
2019212_235306,KG,KMC,HG_41,41.4
2019212_235306,KS,CGDA,HG_39,39.56
2019212_235306,KS,CHRB,HG_45,45.82
2019212_235306,KS,CHRB,HH_45,45.82
2019212_235306,KS,CIGB,HG_10,10.96
2019212_235306,KS,CIGB,HH_10,10.96
2019212_235306,KS,CPR2,EL_49,49.34
2019212_235306,KS,CPR2,HG_49,49.34
2019212_235306,KS,DAG2,HG_48,48.99
2019212_235306,KS,DAG2,HH_48,48.99
2019212_235306,KS,DAGA,HG_24,24.02
2019212_235306,KS,DNBA,HG_49,49.86
2019212_235306,KS,DUSB,HG_56,56.67
2019212_235306,KS,DUSB,HH_56,56.67
2019212_235306,KS,EUSB,HG_52,52.87
2019212_235306,KS,EUSB,HH_52,52.87
2019212_235306,KS,GICA,HG_30,30.88
2019212_235306,KS,GSNA,HG_58,58.99
2019212_235306,KS,GUMA,HG_33,33.9
2019212_235306,KS,GUWB,HG_31,31.81
2019212_235306,KS,GUWB,HH_31,31.81
2019212_235306,KS,HACA,HG_64,64.47
2019212_235306,KS,HCNA,HG_46,46.63
2019212_235306,KS,JGNA,HG_32,32.43
2019212_235306,KS,KCH2,EL_56,56.6
2019212_235306,KS,KCH2,HG_56,56.6
2019212_235306,KS,MIYA,HG_58,58.96
2019212_235306,KS,MSNA,HG_63,63.75
2019212_235306,KS,SAJB,HG_56,56.04
2019212_235306,KS,SAJB,HH_56,56.04
2019212_235306,KS,SNNA,HG_30,30.66
2019212_235306,KS,WICA,HG_58,58.76
2019212_235306,KS,YALB,HG_30,30.13
2019212_235306,KS,YALB,HH_30,30.13
2019212_235306,KS,YDGA,HG_56,56.95
2019212_235306,KS,YGAA,HG_10,10.28
2019212_235306,KS,YOCB,HG_50,50.03
2019212_235306,KS,YOCB,HH_50,50.03
2019213_001738,KG,CGD,EL_54,54.74
2019213_001738,KG,CGD,HG_54,54.74
2019213_001738,KG,GKP2,HG_19,19.98
2019213_001738,KG,GKP2,HH_19,19.98
2019213_001738,KG,KMC,EL_40,40.96
2019213_001738,KG,KMC,HG_40,40.96
2019213_001738,KS,CGDA,HG_39,39.49
2019213_001738,KS,CHRB,HG_45,45.41
2019213_001738,KS,CHRB,HH_45,45.41
2019213_001738,KS,CIGB,HG_11,11.4
2019213_001738,KS,CIGB,HH_11,11.4
2019213_001738,KS,CLSA,HG_64,64.38
2019213_001738,KS,CPR2,EL_49,49.26
2019213_001738,KS,CPR2,HG_49,49.26
2019213_001738,KS,DAG2,HG_49,49.26
2019213_001738,KS,DAG2,HH_49,49.26
2019213_001738,KS,DAGA,HG_24,24.37
2019213_001738,KS,DNBA,HG_50,50.39
2019213_001738,KS,DUSB,HG_56,56.12
2019213_001738,KS,DUSB,HH_56,56.12
2019213_001738,KS,EUSB,HG_53,53.55
2019213_001738,KS,EUSB,HH_53,53.55
2019213_001738,KS,GICA,HG_30,30.71
2019213_001738,KS,GSNA,HG_59,59.29
2019213_001738,KS,GUMA,HG_34,34.24
2019213_001738,KS,GUWB,HG_32,32.5
2019213_001738,KS,GUWB,HH_32,32.5
2019213_001738,KS,HACA,HG_63,63.81
2019213_001738,KS,HCNA,HG_45,45.96
2019213_001738,KS,JGNA,HG_31,31.83
2019213_001738,KS,KCH2,EL_55,55.9
2019213_001738,KS,KCH2,HG_55,55.9
2019213_001738,KS,MIYA,HG_58,58.81
2019213_001738,KS,MSNA,HG_63,63.84
2019213_001738,KS,SAJB,HG_56,56.31
2019213_001738,KS,SAJB,HH_56,56.31
2019213_001738,KS,SNNA,HG_31,31.32
2019213_001738,KS,WICA,HG_58,58.1
2019213_001738,KS,YALB,HG_29,29.43
2019213_001738,KS,YALB,HH_29,29.43
2019213_001738,KS,YDGA,HG_56,56.62
2019213_001738,KS,YGAA,HG_9,9.67
2019213_001738,KS,YOCB,HG_50,50.58
2019213_001738,KS,YOCB,HH_50,50.58
2019213_161157,KG,JSB,HG_83,83.85
2019213_161157,KG,JSB,HH_83,83.85
2019213_161157,KG,SND,HG_84,84.06
2019213_161157,KG,SND,HH_84,84.06
2019213_161157,KS,CHYB,HG_93,93.21
2019213_161157,KS,CHYB,HH_93,93.21
2019213_161157,KS,DGY2,HG_78,78.84
2019213_161157,KS,DGY2,HH_78,78.84
2019213_161157,KS,GAGA,HG_63,63.13
2019213_161157,KS,GGSA,HG_83,83.38
2019213_161157,KS,GLCA,HG_97,97.51
2019213_161157,KS,GUJA,HG_58,58.96
2019213_161157,KS,GWLA,HG_78,78.29
2019213_161157,KS,IMWB,HG_45,45.23
2019213_161157,KS,IMWB,HH_45,45.23
2019213_161157,KS,JESA,HG_81,81.57
2019213_161157,KS,JMJ2,EL_77,77.28
2019213_161157,KS,JMJ2,HG_77,77.28
2019213_161157,KS,KAWA,HG_66,66.08
2019213_161157,KS,KUJA,HG_58,58.96
2019213_161157,KS,LMGA,HG_62,62.93
2019213_161157,KS,OKEB,HG_51,51.33
2019213_161157,KS,OKEB,HH_51,51.33
2019213_161157,KS,SNDA,HG_93,93.61
2019213_161157,KS,SNGB,HG_50,50.95
2019213_161157,KS,SNGB,HH_50,50.95
2019213_161157,KS,SUBA,HG_96,96.23
2019213_161157,KS,TBA2,EL_76,76.09
2019213_161157,KS,TBA2,HG_76,76.09
2019213_161157,KS,TOHA,HG_40,40.19
2019213_161157,KS,UJNA,HG_69,69.31
2019213_161157,KS,YAYB,HG_87,87.79
2019213_161157,KS,YAYB,HH_87,87.79
2019213_163841,KG,KMC,EL_40,40.59
2019213_163841,KG,KMC,HG_40,40.59
2019213_163841,KG,NPR,HG_56,56.65
2019213_163841,KG,NPR,HH_56,56.65
2019213_163841,KG,TJN,HG_42,42.22
2019213_163841,KG,TJN,HH_42,42.22
2019213_163841,KS,BLGA,HG_21,21.99
2019213_163841,KS,BUYB,HG_58,58.96
2019213_163841,KS,BUYB,HH_58,58.96
2019213_163841,KS,CHOA,HG_39,39.13
2019213_163841,KS,CPR2,EL_48,48.7
2019213_163841,KS,CPR2,HG_48,48.7
2019213_163841,KS,DGHA,HG_21,21.18
2019213_163841,KS,DUSB,HG_28,28.56
2019213_163841,KS,DUSB,HH_28,28.56
2019213_163841,KS,GICA,HG_55,55.25
2019213_163841,KS,HAMB,HG_60,60.34
2019213_163841,KS,HAMB,HH_60,60.34
2019213_163841,KS,HONA,HG_48,48.36
2019213_163841,KS,HWSA,HG_62,62.23
2019213_163841,KS,IKSA,HG_39,39.24
2019213_163841,KS,IMSB,HG_48,48.51
2019213_163841,KS,IMSB,HH_48,48.51
2019213_163841,KS,ISGB,HG_47,47.72
2019213_163841,KS,ISGB,HH_47,47.72
2019213_163841,KS,JASA,HG_39,39.84
2019213_163841,KS,JEO2,HG_20,20.08
2019213_163841,KS,JEO2,HH_20,20.08
2019213_163841,KS,JGNA,HG_52,52.4
2019213_163841,KS,KCH2,EL_58,58.81
2019213_163841,KS,KCH2,HG_58,58.81
2019213_163841,KS,KMSB,HG_10,10.09
2019213_163841,KS,KMSB,HH_10,10.09
2019213_163841,KS,KOJ2,EL_59,59.49
2019213_163841,KS,KOJ2,HG_59,59.49
2019213_163841,KS,LIWA,HG_27,27.99
2019213_163841,KS,MALA,HG_32,32.83
2019213_163841,KS,NOSA,HG_44,44.44
2019213_163841,KS,OKCB,HG_45,45.8
2019213_163841,KS,OKCB,HH_45,45.8
2019213_163841,KS,TAIA,HG_64,64.94
2019213_163841,KS,TEJ2,HG_41,41.1
2019213_163841,KS,WICA,HG_42,42.04
2019213_163841,KS,YDGA,HG_28,28.39
2019214_044736,KG,JSB,HG_80,80.1
2019214_044736,KG,JSB,HH_80,80.1
2019214_044736,KG,SND,HG_68,68.96
2019214_044736,KG,SND,HH_68,68.96
2019214_044736,KS,BUSA,HG_84,84.07
2019214_044736,KS,CHYB,HG_64,64.16
2019214_044736,KS,CHYB,HH_64,64.16
2019214_044736,KS,CSOA,HG_98,98.24
2019214_044736,KS,DGY2,HG_97,97.47
2019214_044736,KS,DGY2,HH_97,97.47
2019214_044736,KS,GAGA,HG_36,36.19
2019214_044736,KS,GGGA,HG_92,92.22
2019214_044736,KS,GGSA,HG_46,46.69
2019214_044736,KS,GUJA,HG_19,19.66
2019214_044736,KS,GWLA,HG_66,66.79
2019214_044736,KS,IMWB,HG_21,21.37
2019214_044736,KS,IMWB,HH_21,21.37
2019214_044736,KS,JAEA,HG_66,66.9
2019214_044736,KS,JESA,HG_84,84.99
2019214_044736,KS,KAWA,HG_93,93.8
2019214_044736,KS,KUJA,HG_19,19.66
2019214_044736,KS,LMGA,HG_71,71.58
2019214_044736,KS,OKEB,HG_71,71.56
2019214_044736,KS,OKEB,HH_71,71.56
2019214_044736,KS,PGEA,HG_91,91.5
2019214_044736,KS,SKBA,HG_81,81.25
2019214_044736,KS,SNDA,HG_87,87.11
2019214_044736,KS,SNGB,HG_46,46.82
2019214_044736,KS,SNGB,HH_46,46.82
2019214_044736,KS,SUBA,HG_54,54.2
2019214_044736,KS,TBA2,EL_55,55.45
2019214_044736,KS,TBA2,HG_55,55.45
2019214_044736,KS,TOHA,HG_53,53.67
2019214_044736,KS,UJNA,HG_25,25.27
2019214_044736,KS,ULJ2,HG_55,55.19
2019214_044736,KS,ULJ2,HH_55,55.19
2019214_044736,KS,YEAB,HG_84,84.03
2019214_044736,KS,YEAB,HH_84,84.03
2019214_044736,KS,YEYB,HG_75,75.35
2019214_044736,KS,YEYB,HH_75,75.35
2019214_044736,KS,YODB,HG_73,73.41
2019214_044736,KS,YODB,HH_73,73.41
2019214_044736,KS,YOW2,EL_99,99.04
2019214_044736,KS,YOW2,HG_99,99.04
2019214_044947,KG,JSB,HG_80,80.17
2019214_044947,KG,JSB,HH_80,80.17
2019214_044947,KG,SND,HG_68,68.86
2019214_044947,KG,SND,HH_68,68.86
2019214_044947,KS,BUSA,HG_83,83.81
2019214_044947,KS,CHYB,HG_63,63.8
2019214_044947,KS,CHYB,HH_63,63.8
2019214_044947,KS,CSOA,HG_97,97.55
2019214_044947,KS,DGY2,HG_97,97.83
2019214_044947,KS,DGY2,HH_97,97.83
2019214_044947,KS,GAGA,HG_36,36.01
2019214_044947,KS,GGGA,HG_91,91.49
2019214_044947,KS,GGSA,HG_46,46.2
2019214_044947,KS,GUJA,HG_19,19.24
2019214_044947,KS,GWLA,HG_66,66.76
2019214_044947,KS,IMWB,HG_21,21.52
2019214_044947,KS,IMWB,HH_21,21.52
2019214_044947,KS,JAEA,HG_66,66.38
2019214_044947,KS,JESA,HG_85,85.16
2019214_044947,KS,KAWA,HG_94,94.29
2019214_044947,KS,KUJA,HG_19,19.24
2019214_044947,KS,LMGA,HG_71,71.87
2019214_044947,KS,OKEB,HG_72,72.0
2019214_044947,KS,OKEB,HH_72,72.0
2019214_044947,KS,PGEA,HG_91,91.06
2019214_044947,KS,SKBA,HG_80,80.56
2019214_044947,KS,SNDA,HG_87,87.11
2019214_044947,KS,SNGB,HG_47,47.04
2019214_044947,KS,SNGB,HH_47,47.04
2019214_044947,KS,SUBA,HG_53,53.56
2019214_044947,KS,TBA2,EL_55,55.29
2019214_044947,KS,TBA2,HG_55,55.29
2019214_044947,KS,TOHA,HG_54,54.11
2019214_044947,KS,UJNA,HG_24,24.62
2019214_044947,KS,ULJ2,HG_54,54.46
2019214_044947,KS,ULJ2,HH_54,54.46
2019214_044947,KS,YEAB,HG_83,83.47
2019214_044947,KS,YEAB,HH_83,83.47
2019214_044947,KS,YEYB,HG_74,74.7
2019214_044947,KS,YEYB,HH_74,74.7
2019214_044947,KS,YODB,HG_72,72.68
2019214_044947,KS,YODB,HH_72,72.68
2019214_044947,KS,YOW2,EL_98,98.96
2019214_044947,KS,YOW2,HG_98,98.96
2019214_160045,KG,HKU,HG_44,44.47
2019214_160045,KG,HKU,HH_44,44.47
2019214_160045,KG,MGB,HG_64,64.89
2019214_160045,KG,MGB,HH_64,64.89
2019214_160045,KG,YIN,EL_28,28.65
2019214_160045,KG,YIN,HG_28,28.65
2019214_160045,KS,AGSA,HG_23,23.1
2019214_160045,KS,ASNA,HG_54,54.98
2019214_160045,KS,BKWA,HG_40,40.98
2019214_160045,KS,BOGA,HG_25,25.36
2019214_160045,KS,BON2,EL_48,48.86
2019214_160045,KS,BON2,HG_48,48.86
2019214_160045,KS,BURB,HG_32,32.63
2019214_160045,KS,BURB,HH_32,32.63
2019214_160045,KS,CEA2,EL_34,34.67
2019214_160045,KS,CEA2,HG_34,34.67
2019214_160045,KS,CEJA,HG_38,38.55
2019214_160045,KS,CGAA,HG_30,30.12
2019214_160045,KS,CHJ2,HG_34,34.23
2019214_160045,KS,CHJ2,HH_34,34.23
2019214_160045,KS,DGLA,HG_62,62.13
2019214_160045,KS,DKSA,HG_48,48.42
2019214_160045,KS,EMSB,HG_2,2.11
2019214_160045,KS,EMSB,HH_2,2.11
2019214_160045,KS,HONA,HG_57,57.19
2019214_160045,KS,ICN2,EL_40,40.34
2019214_160045,KS,ICN2,HG_40,40.34
2019214_160045,KS,JECB,HG_56,56.77
2019214_160045,KS,JECB,HH_56,56.77
2019214_160045,KS,JNPA,HG_18,18.72
2019214_160045,KS,JNUA,HG_46,46.99
2019214_160045,KS,KWJU,HH_63,63.12
2019214_160045,KS,MGY2,EL_52,52.94
2019214_160045,KS,MGY2,HG_52,52.94
2019214_160045,KS,PTKA,HG_42,42.15
2019214_160045,KS,SCHA,HG_48,48.19
2019214_160045,KS,SLSA,HG_20,20.82
2019214_160045,KS,WJU2,EL_63,63.12
2019214_160045,KS,WJU2,HG_63,63.12
2019214_160045,KS,YAGA,HG_51,51.31
2019214_160045,KS,YAPA,HG_59,59.48
2019214_160045,KS,YINB,HG_48,48.24
2019214_160045,KS,YINB,HH_48,48.24
2019215_162250,KG,NPR,HG_51,51.9
2019215_162250,KG,NPR,HH_51,51.9
2019215_162250,KG,WID,EL_31,31.68
2019215_162250,KG,WID,HG_31,31.68
2019215_162250,KS,AMD,HG_63,63.84
2019215_162250,KS,AMD,HH_63,63.84
2019215_162250,KS,CHOA,HG_49,49.17
2019215_162250,KS,CJDB,HG_63,63.89
2019215_162250,KS,CJDB,HH_63,63.89
2019215_162250,KS,GKSA,HG_66,66.57
2019215_162250,KS,GOCB,HG_29,29.2
2019215_162250,KS,GOCB,HH_29,29.2
2019215_162250,KS,HMPA,HG_51,51.84
2019215_162250,KS,IKSA,HG_62,62.15
2019215_162250,KS,IMSB,HG_57,57.12
2019215_162250,KS,IMSB,HH_57,57.12
2019215_162250,KS,ISGB,HG_46,46.36
2019215_162250,KS,ISGB,HH_46,46.36
2019215_162250,KS,JAGA,HG_34,34.91
2019215_162250,KS,JEO2,HG_68,68.32
2019215_162250,KS,JEO2,HH_68,68.32
2019215_162250,KS,JEU2,EL_27,27.94
2019215_162250,KS,JEU2,HG_27,27.94
2019215_162250,KS,KWJ2,HG_58,58.31
2019215_162250,KS,KWJ2,HH_58,58.31
2019215_162250,KS,KWJU,HH_58,58.31
2019215_162250,KS,MALA,HG_64,64.53
2019215_162250,KS,MANA,HG_66,66.14
2019215_162250,KS,MND,HG_30,30.22
2019215_162250,KS,MND,HH_30,30.22
2019215_162250,KS,NACA,HG_38,38.5
2019215_162250,KS,NAJA,HG_66,66.37
2019215_162250,KS,NAWB,HG_70,70.34
2019215_162250,KS,NAWB,HH_70,70.34
2019215_162250,KS,PUAA,HG_14,14.66
2019215_162250,KS,SECA,HG_59,59.97
2019215_162250,KS,SMKB,HG_12,12.74
2019215_162250,KS,SMKB,HH_12,12.74
2019215_162250,KS,SMWA,HG_13,13.0
2019215_162250,KS,SUCA,HG_50,50.98
2019215_162250,KS,TAIA,HG_25,25.52
2019215_162250,KS,YEGA,HG_39,39.36
2019215_170708,KG,BBK,EL_17,17.1
2019215_170708,KG,BBK,HG_17,17.1
2019215_170708,KG,BOG,HG_12,12.21
2019215_170708,KG,CGD,EL_46,46.61
2019215_170708,KG,CGD,HG_46,46.61
2019215_170708,KG,CGU,HG_13,13.42
2019215_170708,KG,DKJ,EL_33,33.33
2019215_170708,KG,DKJ,HG_33,33.33
2019215_170708,KG,DUC,HG_15,15.34
2019215_170708,KG,GCN,HG_21,21.8
2019215_170708,KG,HAK,EL_28,28.0
2019215_170708,KG,HAK,HG_28,28.0
2019215_170708,KG,HCH,HG_40,40.76
2019215_170708,KG,HCH,HH_40,40.76
2019215_170708,KG,HDB,HG_5,5.73
2019215_170708,KG,HDB,HH_5,5.73
2019215_170708,KG,HWSB,HG_7,7.57
2019215_170708,KG,HWSB,HH_7,7.57
2019215_170708,KG,JUC,HG_42,42.62
2019215_170708,KG,MAK,EL_40,40.86
2019215_170708,KG,MAK,HG_40,40.86
2019215_170708,KG,PKNU,HG_48,48.3
2019215_170708,KG,POHB,EL_40,40.48
2019215_170708,KG,POHB,HG_40,40.48
2019215_170708,KG,POSB,HG_34,34.76
2019215_170708,KG,POSB,HH_34,34.76
2019215_170708,KG,SIG,HG_6,6.56
2019215_170708,KG,YSB,HG_36,36.02
2019215_170708,KG,YSB,HH_36,36.02
2019215_170708,KS,DAG2,HG_40,40.62
2019215_170708,KS,DAG2,HH_40,40.62
2019215_170708,KS,GGDA,HG_27,27.44
2019215_170708,KS,GIGA,HG_41,41.48
2019215_170708,KS,GSNA,HG_30,30.27
2019215_170708,KS,HMGA,HG_45,45.15
2019215_170708,KS,HWSA,HG_12,12.34
2019215_170708,KS,JEJB,HG_12,12.31
2019215_170708,KS,JEJB,HH_12,12.31
2019215_170708,KS,MSNA,HG_37,37.69
2019215_170708,KS,PYSB,HG_36,36.02
2019215_170708,KS,PYSB,HH_36,36.02
2019215_170708,KS,UNCA,HG_28,28.55
2019215_170708,KS,USN2,EL_19,19.74
2019215_170708,KS,USN2,HG_19,19.74
2019215_170708,KS,YGBA,HG_10,10.03
2019215_170708,KS,YOCB,HG_45,45.81
2019215_170708,KS,YOCB,HH_45,45.81
2019216_072620,KG,HSB,HG_54,54.37
2019216_072620,KG,HSB,HH_54,54.37
2019216_072620,KG,NPR,HG_43,43.8
2019216_072620,KG,NPR,HH_43,43.8
2019216_072620,KG,WID,EL_54,54.77
2019216_072620,KG,WID,HG_54,54.77
2019216_072620,KS,ANMA,HG_47,47.99
2019216_072620,KS,BLGA,HG_82,82.56
2019216_072620,KS,BUYB,HG_51,51.35
2019216_072620,KS,BUYB,HH_51,51.35
2019216_072620,KS,CGYA,HG_49,49.58
2019216_072620,KS,CHOA,HG_72,72.27
2019216_072620,KS,CJDB,HG_14,14.64
2019216_072620,KS,CJDB,HH_14,14.64
2019216_072620,KS,ECDB,HG_36,36.68
2019216_072620,KS,ECDB,HH_36,36.68
2019216_072620,KS,GLSA,HG_48,48.4
2019216_072620,KS,HGSA,HG_66,66.67
2019216_072620,KS,IKSA,HG_61,61.03
2019216_072620,KS,ISGB,HG_56,56.36
2019216_072620,KS,ISGB,HH_56,56.36
2019216_072620,KS,KOJ2,EL_79,79.05
2019216_072620,KS,KOJ2,HG_79,79.05
2019216_072620,KS,MND,HG_33,33.94
2019216_072620,KS,MND,HH_33,33.94
2019216_072620,KS,NACA,HG_25,25.43
2019216_072620,KS,NOSA,HG_69,69.36
2019216_072620,KS,OYDB,HG_31,31.03
2019216_072620,KS,OYDB,HH_31,31.03
2019216_072620,KS,PORA,HG_28,28.75
2019216_072620,KS,PUAA,HG_51,51.53
2019216_072620,KS,SECA,HG_33,33.06
2019216_072620,KS,SES2,HG_75,75.76
2019216_072620,KS,SES2,HH_75,75.76
2019216_072620,KS,SMKB,HG_48,48.99
2019216_072620,KS,SMKB,HH_48,48.99
2019216_072620,KS,SMWA,HG_66,66.38
2019216_072620,KS,TAIA,HG_70,70.74
2019216_072620,KS,TANB,HG_66,66.58
2019216_072620,KS,TANB,HH_66,66.58
2019216_072620,KS,WNBA,HG_80,80.2
2019216_072620,KS,YSAB,HG_80,80.13
2019216_072620,KS,YSAB,HH_80,80.13
2019216_072620,KS,YUGA,HG_69,69.5
2019216_081619,KG,BBK,EL_17,17.42
2019216_081619,KG,BBK,HG_17,17.42
2019216_081619,KG,BOG,HG_12,12.31
2019216_081619,KG,CGD,EL_46,46.76
2019216_081619,KG,CGD,HG_46,46.76
2019216_081619,KG,CGU,HG_13,13.1
2019216_081619,KG,DKJ,EL_33,33.05
2019216_081619,KG,DKJ,HG_33,33.05
2019216_081619,KG,DUC,HG_15,15.3
2019216_081619,KG,GCN,HG_21,21.64
2019216_081619,KG,HAK,EL_27,27.63
2019216_081619,KG,HAK,HG_27,27.63
2019216_081619,KG,HCH,HG_40,40.37
2019216_081619,KG,HCH,HH_40,40.37
2019216_081619,KG,HDB,HG_5,5.53
2019216_081619,KG,HDB,HH_5,5.53
2019216_081619,KG,HWSB,HG_7,7.77
2019216_081619,KG,HWSB,HH_7,7.77
2019216_081619,KG,JUC,HG_42,42.21
2019216_081619,KG,MAK,EL_41,41.25
2019216_081619,KG,MAK,HG_41,41.25
2019216_081619,KG,PKNU,HG_48,48.7
2019216_081619,KG,POHB,EL_40,40.08
2019216_081619,KG,POHB,HG_40,40.08
2019216_081619,KG,POSB,HG_34,34.37
2019216_081619,KG,POSB,HH_34,34.37
2019216_081619,KG,SIG,HG_6,6.18
2019216_081619,KG,YSB,HG_36,36.36
2019216_081619,KG,YSB,HH_36,36.36
2019216_081619,KS,DAG2,HG_40,40.62
2019216_081619,KS,DAG2,HH_40,40.62
2019216_081619,KS,GGDA,HG_27,27.07
2019216_081619,KS,GIGA,HG_41,41.12
2019216_081619,KS,GSNA,HG_30,30.26
2019216_081619,KS,HMGA,HG_44,44.77
2019216_081619,KS,HWSA,HG_12,12.3
2019216_081619,KS,JEJB,HG_12,12.55
2019216_081619,KS,JEJB,HH_12,12.55
2019216_081619,KS,MSNA,HG_37,37.89
2019216_081619,KS,PYSB,HG_36,36.36
2019216_081619,KS,PYSB,HH_36,36.36
2019216_081619,KS,UNCA,HG_28,28.94
2019216_081619,KS,USN2,EL_19,19.82
2019216_081619,KS,USN2,HG_19,19.82
2019216_081619,KS,YGBA,HG_9,9.64
2019216_081619,KS,YOCB,HG_45,45.59
2019216_081619,KS,YOCB,HH_45,45.59
2019216_081648,KG,BRN,HG_0,0.77
2019216_081648,KG,BRS,HG_6,6.94
2019216_081648,KG,YPD,EL_99,99.22
2019216_081648,KG,YPD,HG_99,99.22
2019216_081648,KS,BAR2,HG_6,6.74
2019216_081648,KS,BAR2,HH_6,6.74
2019216_081648,KS,DACB,HG_15,15.94
2019216_081648,KS,DACB,HH_15,15.94
2019217_041521,KG,YKB,HG_64,64.01
2019217_041521,KG,YKB,HH_64,64.01
2019217_041521,KS,CGIA,HG_77,77.61
2019217_041521,KS,CHC2,HG_87,87.57
2019217_041521,KS,CHC2,HH_87,87.57
2019217_041521,KS,DGY2,HG_48,48.28
2019217_041521,KS,DGY2,HH_48,48.28
2019217_041521,KS,DKSA,HG_60,60.91
2019217_041521,KS,GEJB,HG_43,43.05
2019217_041521,KS,GEJB,HH_43,43.05
2019217_041521,KS,GKSA,HG_60,60.91
2019217_041521,KS,GLCA,HG_29,29.48
2019217_041521,KS,HOCA,HG_87,87.82
2019217_041521,KS,HWCA,HG_82,82.26
2019217_041521,KS,IJA2,EL_54,54.7
2019217_041521,KS,IJA2,HG_54,54.7
2019217_041521,KS,IJAA,HG_39,39.09
2019217_041521,KS,IJBA,HG_34,34.39
2019217_041521,KS,IKSA,HG_60,60.91
2019217_041521,KS,JESA,HG_77,77.14
2019217_041521,KS,JMJ2,EL_27,27.25
2019217_041521,KS,JMJ2,HG_27,27.25
2019217_041521,KS,KAWA,HG_37,37.75
2019217_041521,KS,KOSB,HG_61,61.28
2019217_041521,KS,KOSB,HH_61,61.28
2019217_041521,KS,LMGA,HG_71,71.52
2019217_041521,KS,NAMB,HG_48,48.41
2019217_041521,KS,NAMB,HH_48,48.41
2019217_041521,KS,NCNA,HG_63,63.95
2019217_041521,KS,OKEB,HG_60,60.76
2019217_041521,KS,OKEB,HH_60,60.76
2019217_041521,KS,PYCA,HG_68,68.91
2019217_041521,KS,PYCB,HG_87,87.42
2019217_041521,KS,PYCB,HH_87,87.42
2019217_041521,KS,SESA,HG_65,65.08
2019217_041521,KS,SH2B,HG_43,43.12
2019217_041521,KS,SH2B,HH_43,43.12
2019217_041521,KS,SIJA,HG_54,54.69
2019217_041521,KS,SKC2,EL_24,24.64
2019217_041521,KS,SKC2,HG_24,24.64
2019217_041521,KS,TOHA,HG_77,77.63
2019217_041521,KS,YAYA,HG_9,9.62
2019217_041521,KS,YAYB,HG_10,10.99
2019217_041521,KS,YAYB,HH_10,10.99
2019217_041521,KS,YGGA,HG_63,63.59
2019217_074735,KG,HKU,HG_26,26.98
2019217_074735,KG,HKU,HH_26,26.98
2019217_074735,KG,HSB,HG_52,52.58
2019217_074735,KG,HSB,HH_52,52.58
2019217_074735,KG,TJN,HG_49,49.08
2019217_074735,KG,TJN,HH_49,49.08
2019217_074735,KG,YIN,EL_46,46.61
2019217_074735,KG,YIN,HG_46,46.61
2019217_074735,KS,ASNA,HG_12,12.92
2019217_074735,KS,BOGA,HG_29,29.74
2019217_074735,KS,BUYB,HG_60,60.71
2019217_074735,KS,BUYB,HH_60,60.71
2019217_074735,KS,CEA2,EL_10,10.47
2019217_074735,KS,CEA2,HG_10,10.47
2019217_074735,KS,CEJA,HG_30,30.86
2019217_074735,KS,CGAA,HG_52,52.38
2019217_074735,KS,CGYA,HG_52,52.27
2019217_074735,KS,DGJA,HG_48,48.69
2019217_074735,KS,EMSB,HG_47,47.12
